#separator:tab
#html:true
#notetype column:0
#tags column:8
Outsourcing	<span class="m">2</span><span class="m">3</span>		<ul><li>Contracting a function to an <b>outside firm</b> instead of hiring staff for it.     Eg security, cleaning, payroll, IT support, call centres; Nepal&#x27;s IT firms do outsourced     work for foreign clients.</li><li>In recruitment: an agency does the hiring, or staff are supplied by a manpower     company.</li><li>\(+\) lower cost, specialist skill, focus on core work, flexible headcount.</li><li>\(-\) less control, quality and confidentiality risk, dependence, staff morale.</li></ul>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;2</span> <span class="yr"><b>80 Bh</b>, <b>69 Ch</b></span> &nbsp;<span class="chip gd">verified/added</span></span></span>	Ch 2 - Personnel Management	2.4 Recruitment and Selection	theory	ch2 theory tier::PIN yr::69-Ch yr::80-Bh
Referral recruitment: pros and cons	<span class="m">4</span>		<ul><li>Existing employees recommend candidates.</li><li>\(+\) fast, cheap; pre-screened, trusted candidates; better cultural fit; referred     staff stay longer; referral bonus motivates staff.</li><li>\(-\) nepotism and favouritism; less diversity; conflict if the referral fails or is     rejected; closes the door to better outside talent.</li><li>Use with the same tests and interviews as other candidates.</li></ul>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;1</span> <span class="yr"><b>74 Ch</b></span> &nbsp;<span class="chip gd">verified/added</span></span></span>	Ch 2 - Personnel Management	2.4 Recruitment and Selection	theory	ch2 theory tier::PIN yr::74-Ch
Role of interview in hiring; the interviewing process	<span class="m">3</span>		<div class="cols"><div class="col"><ul><li><b>Role</b>: get the maximum information about the candidate&#x27;s suitability that     tests cannot show: communication, attitude, confidence, motivation, fit with team.</li><li>Two-way: candidate learns about the job and firm.</li><li>Types: preliminary, structured, unstructured, panel, stress, technical, online.</li></ul></div><div class="col"><ol><li><b>Preparation</b>: study job description and application; set questions.</li><li><b>Reception</b>: put candidate at ease.</li><li><b>Information exchange</b>: questions on knowledge, experience, attitude.</li><li><b>Close</b>: candidate&#x27;s questions, next steps.</li><li><b>Evaluation</b>: rate on a standard form.</li></ol></div></div>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;2</span> <span class="yr"><b>75 Ch</b>, <b>73 Ch</b></span></span></span>	Ch 2 - Personnel Management	2.4 Recruitment and Selection	theory	ch2 theory tier::PIN yr::73-Ch yr::75-Ch
Training and development: meaning, need, methods, and how training needs are identified	<span class="m">2</span><span class="m">3</span><span class="m">4</span><span class="m">5</span>		<ul><li><b>Training</b>: planned learning of <b>specific knowledge and skills</b> to do     the <b>present job</b> better; short term; mainly for workers.</li><li><b>Development</b>: long-term education for <b>future roles</b>, conceptual and     managerial growth; mainly for executives.</li><li>Objectives: knowledge, skills, attitude change.</li></ul><div class="cols"><div class="col"><div class="lead">Need / role (esp. for new employees)</div> <ul><li>New hires become productive in the <b>minimum time</b>; no learning by mistakes.</li><li><b>Higher productivity</b>, quality; less wastage and spoilage.</li><li><b>Fewer accidents</b>, less machine breakdown.</li><li><b>Less supervision</b> needed.</li><li><b>Morale, job satisfaction</b>; lower turnover and absenteeism.</li><li>Keeps pace with <b>new technology</b>; flexibility.</li><li>Career growth, higher earnings; builds future managers.</li></ul> <div class="lead">Identifying training needs</div> <ul><li><b>Organization analysis</b>: goals, problems (low output, high scrap, accidents).</li><li><b>Task analysis</b>: job description vs skills required.</li><li><b>Person analysis</b>: performance appraisal gaps, supervisor reports,     self-assessment.</li><li>Other signals: complaints, new machines, promotions, surveys, exit interviews.</li></ul></div><div class="col"><div class="lead">Methods: workers</div> <ul><li><b>On-the-job</b>: supervisor trains at the workplace; most effective, realistic.</li><li><b>Demonstration</b>: instructor shows the task (Eg lathe operation).</li><li><b>Vestibule</b>: separate school duplicating real equipment; many trainees, no     production pressure; costly.</li><li><b>Apprenticeship</b>: long, for all-round craftsmen (fitters, welders).</li><li><b>Special courses</b>: knowledge-based, in-house or outside institutes.</li></ul> <div class="lead">Methods: supervisors and executives</div> <ul><li>Induction and orientation; lectures; conferences.</li><li><b>On the job</b>: understudy, job rotation, committee membership, job     enlargement / enrichment, MBO.</li><li><b>Off the job</b>: case study, business games, role playing, seminars,     e-learning.</li></ul></div></div><div class="qh">HR problems: talent poaching; short-term employee development programme; appropriate vs inappropriate human resources <span class="m">4</span><span class="m">8</span></div> <span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;2</span> <span class="yr">79 Ba, 73 Shr</span> &nbsp;<span class="chip gd">verified/added</span></span></span> <div class="cols"><div class="col"><div class="lead">Tackling talent poaching (79 Ba)</div> <ul><li>Competitive pay, reviewed against the market.</li><li>Retention bonus, ESOP, bond or notice clauses.</li><li>Clear career path, promotion from within.</li><li>Training, recognition, good culture, flexible work.</li><li>Stay interviews; fix reasons found in exit interviews.</li><li>Succession planning so no one person is critical.</li></ul> <div class="lead">Short-term development programme</div> <ol><li>Identify skill gaps (appraisal).</li><li>Set 3&ndash;6 month objectives per employee.</li><li>Workshops, mentoring, job rotation, online courses.</li><li>Review, reward, plan the next cycle.</li></ol></div><div class="col"><div class="lead">Appropriate vs inappropriate human resources (73 Shr)</div> <ul><li><b>Appropriate</b>: people whose skills, qualification, attitude and number     <b>match</b> job requirements \(\rightarrow\) productive, satisfied.</li><li><b>Inappropriate</b>: mismatch: over-qualified (bored, leave), under-qualified     (errors, need supervision), surplus (idle cost), wrong attitude.</li><li>Ideas to get appropriate HR: manpower planning, job analysis, scientific selection,     training, appraisal, redeployment, fair pay.</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tHOT">HOT&nbsp;5</span> <span class="yr">82 Ba, <b>81 Bh</b>, <b>79 Bh</b>, <b>72 Ch</b>, 71 Shr</span></span></span>	Ch 2 - Personnel Management	2.5 Training and Development	theory	ch2 theory tier::HOT yr::71-Shr yr::72-Ch yr::79-Bh yr::81-Bh yr::82-Ba
HR problems: talent poaching; short-term employee development programme; appropriate vs inappropriate human resources	<span class="m">4</span><span class="m">8</span>		<div class="cols"><div class="col"><div class="lead">Tackling talent poaching (79 Ba)</div> <ul><li>Competitive pay, reviewed against the market.</li><li>Retention bonus, ESOP, bond or notice clauses.</li><li>Clear career path, promotion from within.</li><li>Training, recognition, good culture, flexible work.</li><li>Stay interviews; fix reasons found in exit interviews.</li><li>Succession planning so no one person is critical.</li></ul> <div class="lead">Short-term development programme</div> <ol><li>Identify skill gaps (appraisal).</li><li>Set 3&ndash;6 month objectives per employee.</li><li>Workshops, mentoring, job rotation, online courses.</li><li>Review, reward, plan the next cycle.</li></ol></div><div class="col"><div class="lead">Appropriate vs inappropriate human resources (73 Shr)</div> <ul><li><b>Appropriate</b>: people whose skills, qualification, attitude and number     <b>match</b> job requirements \(\rightarrow\) productive, satisfied.</li><li><b>Inappropriate</b>: mismatch: over-qualified (bored, leave), under-qualified     (errors, need supervision), surplus (idle cost), wrong attitude.</li><li>Ideas to get appropriate HR: manpower planning, job analysis, scientific selection,     training, appraisal, redeployment, fair pay.</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;2</span> <span class="yr">79 Ba, 73 Shr</span> &nbsp;<span class="chip gd">verified/added</span></span></span>	Ch 2 - Personnel Management	2.5 Training and Development	theory	ch2 theory tier::PIN yr::73-Shr yr::79-Ba
Job analysis: meaning, methods, job description and job specification	<span class="m">2</span><span class="m">3</span><span class="m">4</span><span class="m">5</span><span class="m">6</span>		<ul><li><b>Job</b>: group of tasks, duties and responsibilities done by one person for pay.</li><li><b>Job analysis</b>: systematic study of a job to find its <b>tasks</b> and the     <b>skills, knowledge, abilities and responsibilities</b> needed to do it well. Answers     what, how, why, with what tools, under what conditions.</li><li>Outputs: <b>job description</b> (about the job) and <b>job specification</b>     (about the person). Used for recruitment, training, job evaluation, pay, appraisal.</li></ul><div class="cols"><div class="col"><div class="lead">Steps</div> <ol><li>Collect background info (charts, old descriptions).</li><li>Select jobs to analyse.</li><li><b>Collect job data</b> (methods below).</li><li>Process and verify with job holder and supervisor.</li><li>Prepare job description.</li><li>Prepare job specification.</li></ol> <div class="lead">Methods of collecting data</div> <ul><li><b>Questionnaire</b>: holders fill structured forms; cheap for many jobs;     misunderstanding possible.</li><li><b>Interview</b>: holder describes duties, even unobservable ones; may exaggerate.</li><li><b>Observation</b>: analyst watches the work; firsthand; best for manual jobs;     workers may change behaviour.</li><li><b>Diary / log</b>, <b>critical incident</b>, <b>technical conference</b> with     experts.</li></ul> <div class="lead">Most suitable in Nepal? (82 Bh)</div> <ul><li><b>Interview + observation</b>: many small firms have no written records, jobs are     manual or mixed, literacy varies \(\rightarrow\) questionnaires return poor data.     Large firms and banks can add questionnaires.</li></ul></div><div class="col"><div class="lead">Job description (what the job is)</div> <ul><li>Job title, code, department, location.</li><li>Job summary (purpose).</li><li>Duties and responsibilities: what, how, why.</li><li>Reporting relationships.</li><li>Machines, tools, materials.</li><li>Working conditions: shifts, hazards.</li><li>Pay grade, benefits.</li></ul> <div class="lead">Job specification (who can do it)</div> <ul><li>Education, training, experience.</li><li>Skills, knowledge, abilities.</li><li>Physical and mental requirements.</li><li>Personal qualities (communication, attitude).</li></ul> <div class="lead">Example: Lecturer, engineering college (81 Ba)</div> <span class="sm"> <ul><li><b>JD</b>: title Lecturer, Dept of Electronics; reports to HoD. Teach 16&ndash;18     periods/week, prepare lessons, lab supervision, set and evaluate exams, guide projects,     research and publish, departmental duties.</li><li><b>JS</b>: Master&#x27;s in relevant engineering, first division; NEC registration;     teaching or industry experience preferred; communication and presentation skill,     lab skills, ethics, research aptitude.</li></ul></span> <div class="lead">Job design (short note)</div> <ul><li>Structuring tasks of a job for productivity and satisfaction: job simplification,     rotation, enlargement (more tasks), enrichment (more responsibility), ergonomics.</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tTOP">TOP&nbsp;10</span> <span class="yr"><b>82 Bh</b>, <b>81 Bh</b>, 81 Ba, <b>79 Bh</b>, <b>78 Bh</b>, <b>71 Ch</b>, <b>68 Ch</b>, <b>67 Asa</b>, <b>66 Bh</b>, <b>65 Shr</b></span> &nbsp;\(\cdot\)&nbsp;job design as a short note in 67 Asa</span></span>	Ch 2 - Personnel Management	2.6 Job Analysis, Job Evaluation and Merit Rating	theory	ch2 theory tier::TOP yr::65-Shr yr::66-Bh yr::67-Asa yr::68-Ch yr::71-Ch yr::78-Bh yr::79-Bh yr::81-Ba yr::81-Bh yr::82-Bh
Job evaluation: meaning, methods, and comparison with merit rating	<span class="m">2</span><span class="m">3</span>		<div class="cols"><div class="col"><ul><li>Systematic determination of the <b>relative worth of a job</b> compared with     others \(\rightarrow\) fair, uniform <b>wage structure</b>.</li><li>Principle: <b>rate the job, not the man</b>.</li><li><b>Non-quantitative methods</b>:   <ul><li><b>Ranking</b>: jobs ranked whole, most to least important.</li><li><b>Classification / grading</b>: jobs slotted into predefined grades.</li></ul></li><li><b>Quantitative methods</b>:   <ul><li><b>Factor comparison</b>: skill, mental effort, physical effort,       responsibility, working conditions compared factor by factor with key jobs.</li><li><b>Point rating</b>: points per factor degree, totals set the grade.</li></ul></li></ul></div><div class="col"><span class="sm"> <table class="nt"><tr><th><b class="th">Basis</b></th><th><b class="th">Job evaluation</b></th><th><b class="th">Merit rating</b></th></tr><tr><td>Rates</td><td>The job</td><td>The person doing it</td></tr><tr><td>Purpose</td><td>Wage structure for the job</td><td>Reward, promotion over the base wage</td></tr><tr><td>Timing</td><td>Before hiring, on job change</td><td>Periodically, after hiring</td></tr><tr><td>Basis</td><td>Job analysis</td><td>Actual performance, traits</td></tr><tr><td>Output</td><td>Job grades</td><td>Ranking of employees</td></tr></table></span></div></div>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;2</span> <span class="yr">81 Ba, <b>79 Bh</b></span></span></span>	Ch 2 - Personnel Management	2.6 Job Analysis, Job Evaluation and Merit Rating	theory	ch2 theory tier::PIN yr::79-Bh yr::81-Ba
Merit rating / performance appraisal: meaning, need, traditional and modern methods	<span class="m">2</span><span class="m">4</span><span class="m">5</span><span class="m">6</span>		<div class="cols"><div class="col"><ul><li><b>Merit rating</b>: systematic, periodic assessment of an <b>employee&#x27;s     worth</b> in terms of job performance, integrity, leadership, behaviour, aptitude.</li><li>Factors: quality and quantity of work, job knowledge, dependability, attitude,     initiative, versatility, leadership.</li></ul> <div class="lead">Why necessary</div> <ul><li>Basis for <b>promotion, transfer, pay rise, bonus</b>.</li><li>Feedback to employee \(\rightarrow\) improvement.</li><li>Identifies <b>training needs</b>.</li><li>Validates selection; objective, fair decisions; motivation.</li></ul> <div class="lead">Traditional methods (trait-based)</div> <ul><li><b>Ranking</b>: best to worst, overall.</li><li><b>Paired / person-to-person comparison</b>: each with every other.</li><li><b>Man-to-man comparison</b>: against key men on 5 traits, 5 degrees each.</li><li><b>Grading</b>: predefined grades (outstanding, satisfactory, unsatisfactory).</li><li><b>Graphic rating scale</b>: traits rated on a scale; most common.</li><li><b>Checklist</b>: yes/no statements.</li><li><b>Free essay</b>: supervisor&#x27;s written description.</li><li><b>Critical incident</b>: record of good and bad events.</li></ul></div><div class="col"><div class="lead">Modern methods (result-based)</div> <ul><li><b>MBO / appraisal by results</b>: manager and employee jointly set goals, appraise     against them.</li><li><b>Assessment centre</b>: simulations, group exercises, in-basket tasks observed by     trained assessors; for promotion.</li><li><b>360-degree feedback</b>: from superiors, peers, subordinates, customers, self.     <span class="chip gd">verified/added</span></li><li><b>BARS</b> (behaviourally anchored rating scale): scale points tied to real     behaviours. <span class="chip gd">verified/added</span></li><li><b>Human resource accounting</b>: employee&#x27;s value in money. <span class="chip gd">verified/added</span></li><li><b>KPI / balanced scorecard</b> dashboards. <span class="chip gd">verified/added</span></li></ul> <div class="lead">Merits of modern methods</div> <ul><li>Objective, measurable; less bias.</li><li>Employee participates \(\rightarrow\) commitment.</li><li>Links appraisal to goals and development.</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tHOT">HOT&nbsp;7</span> <span class="yr">82 Ba, <b>81 Bh</b>, <b>79 Bh</b>, <b>78 Bh</b>, <b>70 Ch</b>, <b>68 Ba</b>, <b>66 Bh</b></span></span></span>	Ch 2 - Personnel Management	2.6 Job Analysis, Job Evaluation and Merit Rating	theory	ch2 theory tier::HOT yr::66-Bh yr::68-Ba yr::70-Ch yr::78-Bh yr::79-Bh yr::81-Bh yr::82-Ba
Wages and salary: difference, factors affecting the wage/salary structure, how wages are calculated, salary and benefits you expect	<span class="m">2</span><span class="m">3</span><span class="m">4</span><span class="m">5</span><span class="m">8</span>		<div class="cols"><div class="col"><ul><li><b>Wage</b>: remuneration for labour, paid per hour, day, week or per unit of     output; production and manual workers.</li><li><b>Salary</b>: fixed monthly or annual pay; office, professional, managerial     staff.</li><li><b>Nominal (money) wage</b>: cash only. <b>Real wage</b>: what the cash buys, plus     benefits.</li><li>Levels: <b>minimum wage</b> (legal floor; Nepal fixes it periodically),     <b>fair wage</b> (equal pay for equal work), <b>living wage</b> (decent family     living).</li><li><b>Structure</b>: job classes / grades from job evaluation; flat rate or rate range     per grade; <b>direct</b> pay (basic, overtime, bonus) + <b>indirect</b> (insurance,     provident fund, gratuity, allowances).</li></ul> <div class="lead">Salary and benefits I would expect (82 Ba, 75 Ch)</div> <ul><li>Basic salary at or above market rate for the post, with annual increment.</li><li>Allowances: dearness, transport, communication, festival (Dashain) allowance.</li><li>Provident fund, gratuity / SSF contribution; health and accident insurance.</li><li>Paid leave; overtime; performance bonus.</li><li>Training, career growth; flexible hours. Justify with qualification and market data.</li></ul></div><div class="col"><div class="lead">Factors affecting wage / salary structure</div> <ol><li><b>Ability of the firm to pay</b> (profit, size).</li><li><b>Demand and supply</b> of labour.</li><li><b>Prevailing market rate</b> for comparable jobs.</li><li><b>Cost of living</b> (inflation index).</li><li><b>Legal provisions</b>: minimum wage, Labour Act, SSF.</li><li><b>Job requirements</b> from job evaluation: skill, effort, responsibility,     hazards.</li><li><b>Productivity</b> (output per man-hour).</li><li><b>Bargaining power</b> of trade unions.</li><li>Employee&#x27;s qualification, experience, seniority.</li><li>Regularity of employment, working hours, promotion prospects, training cost.</li></ol> <b>Examples</b> (80 Bh): an IT engineer in Kathmandu earns more than a same-degree engineer in a small town (supply-demand and market rate); garment workers&#x27; pay rises when the government revises the minimum wage (legal); a union-negotiated increase at NEA (bargaining power).</div></div>	<span class="sub"><span class="sm"><span class="tier tTOP">TOP&nbsp;12</span> <span class="yr"><b>82 Bh</b>, 82 Ba, <b>80 Bh</b>, <b>78 Bh</b>, <b>76 Ch</b>, <b>75 Ch</b>, 74 Ash, <b>73 Ch</b>, <b>72 Ch</b>, 72 Ka, 70 Asa, <b>68 Ba</b></span></span></span>	Ch 2 - Personnel Management	2.7 Wages and Incentives	theory	ch2 theory tier::TOP yr::68-Ba yr::70-Asa yr::72-Ch yr::72-Ka yr::73-Ch yr::74-Ash yr::75-Ch yr::76-Ch yr::78-Bh yr::80-Bh yr::82-Ba yr::82-Bh
Incentives: meaning, need, types	<span class="m">2</span><span class="m">3</span><span class="m">4</span>		<div class="cols"><div class="col"><ul><li><b>Incentive</b>: payment or benefit <b>over and above</b> normal wage, linked to     output or performance above a standard, to motivate higher productivity.</li></ul> <div class="lead">Why needed</div> <ul><li>Raises productivity, lowers unit cost.</li><li>Rewards efficient workers fairly.</li><li>Motivation, morale, job satisfaction.</li><li>Reduces supervision, absenteeism, turnover.</li><li>Attracts and retains talent.</li></ul></div><div class="col"><div class="lead">Types</div> <ul><li><b>Financial</b>: bonus, profit sharing, commission, piece-rate premium, ESOP.</li><li><b>Non-financial</b>: praise, recognition, promotion, job security, training,     flexible hours, better conditions.</li><li><b>Semi-financial</b>: subsidized lunch, medical, recreation, pension.</li><li><b>Individual</b>: based on one person&#x27;s output (Taylor, Halsey, Rowan).</li><li><b>Group</b>: based on team or plant output (Scanlon, Priestman, profit sharing):     efficient workers help slow ones.</li></ul></div></div><div class="qh">How wages are calculated: wage plans and incentive formulas <span class="m">3</span></div> <span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;1</span> <span class="yr"><b>75 Ch</b></span> &nbsp;\(\cdot\)&nbsp;no numerical has been set in 29 papers; each formula shown once</span></span><div class="cols"><div class="col"><div class="lead">Basic plans</div> <ul><li><b>Time rate</b>: wage \(= T_a \times R\) (hours worked \(\times\) hourly rate).     Simple, secure; no push for output.</li><li><b>Piece rate</b>: wage \(=\) units \(\times\) rate per unit. Rewards output; no     security.</li><li><b>Combined</b>: guaranteed time wage + piece earnings above it.</li></ul> <div class="lead">Taylor&#x27;s differential piece rate</div> <ul><li>Two rates: low (Eg 80%) below standard, high (Eg 120%) at or above.</li><li>Standard 80 jobs/day (8 h), Rs 12/h \(\rightarrow\) standard rate \(12/10 =\) Rs 1.20.     A makes 75: \(75 \times 0.96 =\) <b>Rs 72</b>. B makes 85: \(85 \times 1.44 =\)     <b>Rs 122.40</b>.</li></ul> <div class="lead">Halsey premium plan (1891)</div> <ul><li>Bonus \(= \tfrac12 R\,(T_s - T_a)\); wage \(= T_a R + \tfrac12 R\,(T_s - T_a)\).</li><li>\(T_s = 8\), \(T_a = 6\), \(R =\) Rs 10: bonus Rs 10, wage <b>Rs 70</b>.</li></ul> <div class="lead">Rowan plan (1901)</div> <ul><li>Bonus \(= \dfrac{T_s - T_a}{T_s}\,T_a R\). Peaks when \(T_a = T_s/2\).</li></ul> <span class="sm"> <table class="nt"><tr><td>\(T_a\)</td><td>7</td><td>6</td><td>5</td><td>4</td><td>3</td><td>2</td><td>1</td></tr><tr><td>Bonus</td><td>8.75</td><td>15.00</td><td>18.75</td><td><b>20.00</b></td><td>18.75</td><td>15.00</td><td>8.75</td></tr></table></span> <span class="sub"><span class="sm">\(T_s = 8\) h, \(R =\) Rs 10; bonus in Rs. Computed here (source table p184 is blank in the scan).</span></span></div><div class="col"><div class="lead">Emerson efficiency plan</div> <ul><li>Efficiency \(=\) actual / standard output \(\times 100\).</li><li>Below 66.67%: time wage only; 66.67&ndash;100%: rising bonus to 20% at 100%; above     100%: 20% + 1% per 1% extra.</li><li>Rs 40/day, standard 50 pins: X 30 pins (60%) Rs 40; Y 50 (100%) Rs 48; Z 60     (120%) <b>Rs 56</b>.</li></ul> <div class="lead">Scanlon plan (group)</div> <ul><li>Bonus % \(= \dfrac{L_b/S_b - L_a/S_a}{L_b/S_b} \times 100\) (labour cost / sales).</li><li>Base 1.35 / 12.40 = 10.887%; month 1.45 / 15.50 = 9.355% \(\rightarrow\) bonus     <b>14.07%</b>. With 2.15 lakh labour cost: 13.87% \(&gt;\) base, no bonus.</li></ul> <div class="lead">Priestman plan (group)</div> <ul><li>Bonus % \(= \dfrac{P_a/W_a - P_b/W_b}{P_b/W_b} \times 100\) (output per worker).</li><li>Standard 1200 cars / 500 workers = 2.4. Next month 1400 cars: same 500 workers     \(\rightarrow\) 2.8, bonus <b>16.67%</b>; 600 workers \(\rightarrow\) 2.333, \(-2.78\%\),     no bonus.</li></ul> <div class="lead">Profit sharing</div> <ul><li>Agreed % of annual profit shared with employees (Nepal&#x27;s Labour Act and Bonus Act     require a share of profit as bonus).</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tTOP">TOP&nbsp;10</span> <span class="yr"><b>78 Bh</b>, <b>76 Ch</b>, 74 Ash, <b>73 Ch</b>, <b>72 Ch</b>, 72 Ka, 71 Shr, 70 Asa, <b>68 Ba</b>, <b>66 Bh</b></span> &nbsp;\(\cdot\)&nbsp;&ldquo;incentive programs&rdquo; short note in 68 Ba, 66 Bh</span></span>	Ch 2 - Personnel Management	2.7 Wages and Incentives	theory	ch2 theory tier::TOP yr::66-Bh yr::68-Ba yr::70-Asa yr::71-Shr yr::72-Ch yr::72-Ka yr::73-Ch yr::74-Ash yr::76-Ch yr::78-Bh
How wages are calculated: wage plans and incentive formulas	<span class="m">3</span>		<div class="cols"><div class="col"><div class="lead">Basic plans</div> <ul><li><b>Time rate</b>: wage \(= T_a \times R\) (hours worked \(\times\) hourly rate).     Simple, secure; no push for output.</li><li><b>Piece rate</b>: wage \(=\) units \(\times\) rate per unit. Rewards output; no     security.</li><li><b>Combined</b>: guaranteed time wage + piece earnings above it.</li></ul> <div class="lead">Taylor&#x27;s differential piece rate</div> <ul><li>Two rates: low (Eg 80%) below standard, high (Eg 120%) at or above.</li><li>Standard 80 jobs/day (8 h), Rs 12/h \(\rightarrow\) standard rate \(12/10 =\) Rs 1.20.     A makes 75: \(75 \times 0.96 =\) <b>Rs 72</b>. B makes 85: \(85 \times 1.44 =\)     <b>Rs 122.40</b>.</li></ul> <div class="lead">Halsey premium plan (1891)</div> <ul><li>Bonus \(= \tfrac12 R\,(T_s - T_a)\); wage \(= T_a R + \tfrac12 R\,(T_s - T_a)\).</li><li>\(T_s = 8\), \(T_a = 6\), \(R =\) Rs 10: bonus Rs 10, wage <b>Rs 70</b>.</li></ul> <div class="lead">Rowan plan (1901)</div> <ul><li>Bonus \(= \dfrac{T_s - T_a}{T_s}\,T_a R\). Peaks when \(T_a = T_s/2\).</li></ul> <span class="sm"> <table class="nt"><tr><td>\(T_a\)</td><td>7</td><td>6</td><td>5</td><td>4</td><td>3</td><td>2</td><td>1</td></tr><tr><td>Bonus</td><td>8.75</td><td>15.00</td><td>18.75</td><td><b>20.00</b></td><td>18.75</td><td>15.00</td><td>8.75</td></tr></table></span> <span class="sub"><span class="sm">\(T_s = 8\) h, \(R =\) Rs 10; bonus in Rs. Computed here (source table p184 is blank in the scan).</span></span></div><div class="col"><div class="lead">Emerson efficiency plan</div> <ul><li>Efficiency \(=\) actual / standard output \(\times 100\).</li><li>Below 66.67%: time wage only; 66.67&ndash;100%: rising bonus to 20% at 100%; above     100%: 20% + 1% per 1% extra.</li><li>Rs 40/day, standard 50 pins: X 30 pins (60%) Rs 40; Y 50 (100%) Rs 48; Z 60     (120%) <b>Rs 56</b>.</li></ul> <div class="lead">Scanlon plan (group)</div> <ul><li>Bonus % \(= \dfrac{L_b/S_b - L_a/S_a}{L_b/S_b} \times 100\) (labour cost / sales).</li><li>Base 1.35 / 12.40 = 10.887%; month 1.45 / 15.50 = 9.355% \(\rightarrow\) bonus     <b>14.07%</b>. With 2.15 lakh labour cost: 13.87% \(&gt;\) base, no bonus.</li></ul> <div class="lead">Priestman plan (group)</div> <ul><li>Bonus % \(= \dfrac{P_a/W_a - P_b/W_b}{P_b/W_b} \times 100\) (output per worker).</li><li>Standard 1200 cars / 500 workers = 2.4. Next month 1400 cars: same 500 workers     \(\rightarrow\) 2.8, bonus <b>16.67%</b>; 600 workers \(\rightarrow\) 2.333, \(-2.78\%\),     no bonus.</li></ul> <div class="lead">Profit sharing</div> <ul><li>Agreed % of annual profit shared with employees (Nepal&#x27;s Labour Act and Bonus Act     require a share of profit as bonus).</li></ul></div></div>	<span class="sub"><span class="sm"><span class="tier tPIN">PIN&nbsp;1</span> <span class="yr"><b>75 Ch</b></span> &nbsp;\(\cdot\)&nbsp;no numerical has been set in 29 papers; each formula shown once</span></span>	Ch 2 - Personnel Management	2.7 Wages and Incentives	theory	ch2 theory tier::PIN yr::75-Ch
Industrial relations; collective bargaining and its process	<span class="m">3</span><span class="m">4</span><span class="m">6</span>		<div class="cols"><div class="col"><div class="lead">Industrial relations</div> <ul><li>Relations between <b>management, workers (and their unions) and government</b>     in an industry.</li><li>Aim: <b>industrial peace</b>, higher productivity, fair treatment, no strikes or     lockouts.</li><li>Tools: collective bargaining, grievance procedure, joint consultation, workers&#x27;     participation, conciliation, arbitration, labour courts.</li><li>Causes of poor relations: low wages, bad conditions, unfair dismissal, political     unions, poor communication.</li><li>Nepal: Labour Act 2074, Trade Union Act 2049; frequent politically affiliated     strikes.</li></ul></div><div class="col"><div class="lead">Collective bargaining</div> <ul><li><b>Negotiation between employer and a union representing workers</b> on wages,     hours, conditions, benefits; result is a written <b>collective agreement</b>.</li></ul> <div class="lead">Process</div> <ol><li><b>Preparation</b>: union frames demands (charter); management studies data.</li><li><b>Negotiation</b>: meetings, proposals, counter-proposals, give and take.</li><li><b>Agreement</b>: terms written, signed, registered with labour office.</li><li><b>Implementation</b> of the agreement.</li><li><b>Administration and review</b>: grievances handled; renegotiated at expiry.</li><li>Deadlock \(\rightarrow\) conciliation, mediation, arbitration.</li></ol></div></div>	<span class="sub"><span class="sm"><span class="tier tHOT">HOT&nbsp;4</span> <span class="yr"><b>68 Ch</b>, <b>67 Asa</b>, <b>66 Bh</b>, <b>65 Shr</b></span> &nbsp;\(\cdot\)&nbsp;2065&ndash;2068 papers only &nbsp;<span class="chip gd">verified/added</span></span></span>	Ch 2 - Personnel Management	2.8 Industrial Relations and Collective Bargaining	theory	ch2 theory tier::HOT yr::65-Shr yr::66-Bh yr::67-Asa yr::68-Ch
